,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
91,2023-01-28 23:27:47,esfandtv ,mahangm,they're annoying af pepelaugh,0,annoy,"{'neg': 0.351, 'neu': 0.26, 'pos': 0.39, 'compound': 0.0772}"
92,2023-01-28 23:27:48,esfandtv ,macvane,space marines yep,0,yep,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
93,2023-01-28 23:28:14,esfandtv ,danielsauces,its kinda cool that there is a narrative reason why enemies are harder. but still the same,0,cool,"{'neg': 0.113, 'neu': 0.806, 'pos': 0.081, 'compound': -0.1522}"
94,2023-01-28 23:28:16,esfandtv ,arcsilin,@esfandtv yeah theyre called dead space : down fall & dead space : aftermath,0,yeah dead,"{'neg': 0.394, 'neu': 0.505, 'pos': 0.101, 'compound': -0.8126}"
95,2023-01-28 23:28:24,esfandtv ,mahangm,this is such a good remake feelsstrongman,0,good,"{'neg': 0.388, 'neu': 0.388, 'pos': 0.225, 'compound': -0.4767}"
96,2023-01-28 23:28:37,esfandtv ,supibot,"@felipells is no longer afk: gym donkwalk xar2edm can't be stopped (1h, 20m ago)",0,stop,"{'neg': 0.139, 'neu': 0.756, 'pos': 0.105, 'compound': -0.1366}"
97,2023-01-28 23:28:56,esfandtv ,puka_,d:,0,D:,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
98,2023-01-28 23:28:59,esfandtv ,thegummibearmassacre,d:,0,D:,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
99,2023-01-28 23:29:04,esfandtv ,macvane,esfando sure,0,sure,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}"
100,2023-01-28 23:29:04,esfandtv ,pstar1,thanks for letting us know there's evil aliens,0,thank evil,"{'neg': 0.331, 'neu': 0.451, 'pos': 0.218, 'compound': -0.3612}"
101,2023-01-28 23:29:08,esfandtv ,grannynonny,stress relief? lul,0,stress LUL,"{'neg': 0.257, 'neu': 0.0, 'pos': 0.743, 'compound': 0.743}"
102,2023-01-28 23:29:09,esfandtv ,rakleson,has he screamed like a small child yet?,0,ha scream like,"{'neg': 0.213, 'neu': 0.556, 'pos': 0.231, 'compound': 0.0516}"
103,2023-01-28 23:29:10,esfandtv ,waffleboiiii,lulw,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
104,2023-01-28 23:29:17,esfandtv ,mahangm,"aftermath was weird, they had 10 different design styles for it lulw",0,LULW,"{'neg': 0.116, 'neu': 0.68, 'pos': 0.204, 'compound': 0.3182}"
105,2023-01-28 23:29:25,esfandtv ,koominator,lul lul true @grannynonny,0,LUL true,"{'neg': 0.0, 'neu': 0.072, 'pos': 0.928, 'compound': 0.93}"
106,2023-01-28 23:29:25,esfandtv ,redshock_0,lulw,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
107,2023-01-28 23:29:26,esfandtv ,aleystergaming,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
108,2023-01-28 23:29:27,esfandtv ,p1utofm,omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
109,2023-01-28 23:29:30,esfandtv ,grannynonny,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
110,2023-01-28 23:29:31,esfandtv ,angeltwothree,@mahangm yeah same with the dantes inferno anime movie,0,yeah,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}"
111,2023-01-28 23:29:31,esfandtv ,kngrsm,omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
112,2023-01-28 23:29:33,esfandtv ,muckspreads,omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
113,2023-01-28 23:29:33,esfandtv ,daunted_mist,youre scaring me,0,scare,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}"
114,2023-01-28 23:29:38,esfandtv ,sir_rekt,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
115,2023-01-28 23:29:40,esfandtv ,vanguard771,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
