Date,Channel,Username,Message,Tag_owner,Cleanest_message
2023-01-28 23:59:57,denims ,fireflowergoddess,It's funny cuz ppl of color that are lucky enough not to experience instances of obvious prejudice are still effected in their opportunities etc by the overall system of racism in this country,0,racism
2023-01-28 23:59:59,denims ,shabazz0047,I knew it lol,0,lol
2023-01-29 00:00:00,denims ,pinkuidol,that song is so good,0,good
2023-01-29 00:00:00,denims ,lilbrownied,OMEGALUL !!!!!!!!,0,OMEGALUL
2023-01-29 00:00:01,denims ,bradabing,HAHAH i love it,0,love
2023-01-29 00:00:02,denims ,gotham____,OMEGALUL,0,OMEGALUL
2023-01-29 00:00:03,denims ,mattygyptian,i love this vid so much,0,love
2023-01-29 00:00:09,denims ,myheadphoneadapterbroke,DAMN,0,damn
2023-01-29 00:00:09,denims ,veggietableh,@NavAK4Seven Keep licking the boot of white supremacy that destroyed your home country and now you're simpin' for your destroyers - cuck mentality hasBoot,0,destroy
2023-01-29 00:00:15,denims ,fellini_fiend,dude I got a ton of respect for Bruce sheeesh,0,respect
2023-01-29 00:00:17,denims ,elaanayo,hello is this replacement daycare? :),0,:)
2023-01-29 00:00:17,denims ,nightbot,Hi cute chatter widepeepoHappy,0,cute
2023-01-29 00:00:18,denims ,kxo72,@NavAK4Seven you're telling me people didn't suspect you were though. as they do with people from that part of the world and beyond?,0,suspect
2023-01-29 00:00:19,denims ,jovialstoic,a hard T,0,hard
2023-01-29 00:00:19,denims ,socal_badfish,love Bruce cause i dislike Miz,0,love
2023-01-29 00:00:20,denims ,navak4seven,"''go back to the middle east'' = ''go back to Africa'', you racist as hell boy.",0,racist hell
2023-01-29 00:00:21,denims ,stale_muffinz,EZ Clap,0,EZ Clap
2023-01-29 00:00:22,denims ,nightbot,EZ :ping_pong: ppOverheat :ping_pong: POGGERS,0,EZ :ping_pong:
2023-01-29 00:00:24,denims ,whykillbeep,@thelonelystoner90 wym bro they got a special category just for us KEKW,0,special
2023-01-29 00:00:27,denims ,pkpokeman,I love Bruce he is so fucking funny and straight forward,0,love fuck straight
2023-01-29 00:00:27,denims ,saxypandabear,Bruce is fucking COOKING HOLY,0,fuck
2023-01-29 00:00:36,denims ,meinekemanr6,PERIODT :nail_polish:,0,:nail_polish:
2023-01-29 00:00:38,denims ,jeemstate,NavAK4Seven cool I'm racist af go back,0,cool racist
2023-01-29 00:00:39,denims ,suburbanerrorist_,YEP,0,yep
2023-01-29 00:00:40,denims ,dean021,"@fireflowergoddess I feel like it's more of wanting to think you're in the in group just because your not black, so you don't notice prejudice when it does actually happen",0,like want
2023-01-29 00:00:41,denims ,ihave12cats,YEP  HE SPITTIN,0,yep
2023-01-29 00:00:42,denims ,definitelynotdusto,:hundred_points: :hundred_points:,0,:hundred_points:
2023-01-29 00:00:47,denims ,mr_duko,TTS saying the N word will forever catch me off guard OMEGALUL,0,OMEGALUL
2023-01-29 00:00:48,denims ,definitelynotdusto,you should have for damn sure,0,damn sure
2023-01-29 00:00:49,denims ,stale_muffinz,he hit him witha b ass EZ,0,ass EZ
2023-01-29 00:00:52,denims ,scare_crow_n,The crazy thing is people are literally defending Mizkif over Bruce and you know it's from a perspective of white fragility when Miz literally covered up a sexual assault,0,assault
2023-01-29 00:00:57,denims ,nfgayle,YUP FUCK MIZKIFF,0,fuck
2023-01-29 00:01:00,denims ,spacedkev,"@spacedkev true story, my teacher check it off on a form FOR ME back in hs. fucked up",0,true fuck
2023-01-29 00:01:01,denims ,bradabing,"@Denims this is a legitimate question , but is it weird i feel happy when black people call white people the n word?",0,weird
2023-01-29 00:01:03,denims ,veggietableh,@NavAK4Seven KEKW No one said you should go back - stop crying,0,stop
2023-01-29 00:01:04,denims ,jamesdm,miz is weird as fuck NODDERS,0,weird fuck
2023-01-29 00:01:05,denims ,ihave12cats,YEP mizkif is weird,0,yep weird
2023-01-29 00:01:05,denims ,dzeikktboss,I feel strong two face energy from bruce ngl,0,strong
